Vertex         ,Longitude (dd) ,Latitude (dd)  ,Z (Meters)     
5532,107.6468266,33.5160283,0
5533,107.6468012,33.5160078,0
5534,107.6467565,33.5159786,0
5535,107.6467474,33.5159741,0
5536,107.6467086,33.5159547,0
5537,107.6466575,33.5159359,0
5538,107.646603,33.5159223,0
5539,107.6465451,33.5159138,0
5540,107.6464834,33.5159104,0
5541,107.6464178,33.5159121,0
5542,107.6463478,33.5159188,0
5543,107.6462882,33.5159279,0
5544,107.646225,33.5159404,0
5545,107.6461576,33.5159563,0
5546,107.6461566,33.5159565,0
5547,107.6461525,33.5159576,0
5548,107.6458018,33.5161943,0
5549,107.6449759,33.5166668,0
5550,107.6447463,33.5167982,0
5551,107.6443231,33.5171024,0
5552,107.6438413,33.5175566,0
5553,107.6436466,33.5177396,0
5554,107.6433608,33.5180084,0
5555,107.6428398,33.5184628,0
5556,107.6426899,33.5185935,0
5557,107.6426166,33.5186574,0
5558,107.6419066,33.5193485,0
5559,107.6414336,33.5197146,0
5560,107.6414214,33.5197215,0
5561,107.6411738,33.5198621,0
5562,107.6408161,33.5200207,0
5563,107.6397836,33.5203671,0
5564,107.6393676,33.5205067,0
5565,107.6391342,33.5205948,0
5566,107.6384031,33.5208708,0
5567,107.6380663,33.520998,0
5568,107.6380139,33.5210177,0
5569,107.6374379,33.5212711,0
5570,107.6369706,33.5215402,0
5571,107.6361345,33.5221551,0
5572,107.635271,33.5226443,0
5573,107.6351706,33.5227028,0
5574,107.6348293,33.5229164,0
5575,107.6348266,33.5229195,0
5576,107.6348229,33.5229238,0
5577,107.6347735,33.5229832,0
5578,107.6347262,33.5230431,0
5579,107.6346812,33.5231037,0
5580,107.6346383,33.5231648,0
5581,107.6345975,33.5232267,0
5582,107.6345589,33.5232891,0
5583,107.6345151,33.5233671,0
5584,107.6344707,33.5234557,0
5585,107.6344246,33.5235568,0
5586,107.6343328,33.5237703,0
5587,107.634292,33.5238617,0
5588,107.6342463,33.5239562,0
5589,107.634202,33.5240387,0
5590,107.6341438,33.5241337,0
5591,107.6340732,33.5242365,0
5592,107.6340609,33.524253,0
5593,107.6338714,33.5252134,0
5594,107.6337812,33.5254767,0
5595,107.6336608,33.5256978,0
5596,107.6335153,33.5258676,0
5597,107.6333925,33.5260099,0
5598,107.6330513,33.5263123,0
5599,107.6327665,33.5265031,0
5600,107.6320519,33.5268395,0
5601,107.6320245,33.5268524,0
5602,107.6317996,33.5270419,0
5603,107.6315072,33.5273591,0
5604,107.6310679,33.5279767,0
5605,107.6304673,33.5290192,0
5606,107.6300494,33.5297468,0
5607,107.629591,33.5303559,0
5608,107.6295259,33.53056,0
5609,107.6294979,33.531036,0
5610,107.6294517,33.5312398,0
5611,107.629272,33.5316152,0
5612,107.6291715,33.5318251,0
5613,107.6291761,33.5318805,0
5614,107.6291783,33.5319323,0
5615,107.6291781,33.5319813,0
5616,107.6291755,33.5320278,0
5617,107.6291515,33.5323984,0
5618,107.6291416,33.5324967,0
5619,107.629129,33.532583,0
5620,107.6291106,33.5326719,0
5621,107.6290877,33.532752,0
5622,107.6290744,33.5327892,0
5623,107.6290598,33.5328246,0
5624,107.629044,33.5328583,0
5625,107.6290268,33.5328904,0
5626,107.6290077,33.53292,0
5627,107.6289841,33.5329501,0
5628,107.6289559,33.5329809,0
5629,107.6289225,33.5330129,0
5630,107.6287779,33.5330496,0
5631,107.6287178,33.5330672,0
5632,107.6286633,33.533085,0
5633,107.6286131,33.5331034,0
5634,107.6285779,33.533118,0
5635,107.6284145,33.5335059,0
5636,107.6283526,33.533683,0
5637,107.6283036,33.5338254,0
5638,107.6283074,33.5338794,0
5639,107.6283088,33.533945,0
5640,107.628307,33.5340028,0
5641,107.6283019,33.5340601,0
5642,107.6282939,33.5341188,0
5643,107.6282829,33.534179,0
5644,107.6282688,33.5342408,0
5645,107.6282518,33.5343044,0
5646,107.6282316,33.5343699,0
5647,107.6282082,33.5344378,0
5648,107.6281815,33.5345084,0
5649,107.6281297,33.534632,0
5650,107.6280663,33.5347695,0
5651,107.6280109,33.534882,0
5652,107.6279255,33.5352174,0
5653,107.6276257,33.5359754,0
5654,107.62759,33.5360656,0
5655,107.627592,33.5360879,0
5656,107.627594,33.5361103,0
5657,107.6276051,33.5361712,0
5658,107.6276217,33.53623,0
5659,107.6276367,33.5362696,0
5660,107.6276548,33.5363089,0
5661,107.6276761,33.5363481,0
5662,107.6277008,33.5363873,0
5663,107.6277287,33.5364264,0
5664,107.6277601,33.5364658,0
5665,107.627795,33.5365055,0
5666,107.6278337,33.5365457,0
5667,107.6279146,33.5366214,0
5668,107.6280119,33.5367027,0
5669,107.6281188,33.5367853,0
5670,107.6283402,33.5369491,0
5671,107.6284331,33.5370196,0
5672,107.6285271,33.5370947,0
5673,107.6286077,33.5371641,0
5674,107.6286524,33.5372055,0
5675,107.6286936,33.5372462,0
5676,107.6287316,33.5372865,0
5677,107.6287665,33.5373264,0
5678,107.6287986,33.5373663,0
5679,107.6288278,33.5374062,0
5680,107.6288543,33.5374462,0
5681,107.6288781,33.5374863,0
5682,107.6289005,33.5375293,0
5683,107.6289215,33.5375759,0
5684,107.6289414,33.5376264,0
5685,107.6289605,33.5376818,0
5686,107.6289917,33.5377878,0
5687,107.6290604,33.5380499,0
5688,107.6290816,33.5381198,0
5689,107.629103,33.5381811,0
5690,107.629129,33.5382445,0
5691,107.629157,33.5383016,0
5692,107.6291875,33.5383533,0
5693,107.6292208,33.5384,0
5694,107.62924,33.5384227,0
5695,107.629262,33.5384452,0
5696,107.6292871,33.5384679,0
5697,107.6293157,33.5384911,0
5698,107.629373,33.5385324,0
5699,107.6295171,33.5386288,0
5700,107.6295541,33.5386561,0
5701,107.6295852,33.5386817,0
5702,107.629616,33.5387109,0
5703,107.6296414,33.5387401,0
5704,107.6296619,33.5387696,0
5705,107.6296667,33.5387788,0
5706,107.6296776,33.5387998,0
5707,107.629687,33.5388255,0
5708,107.6296936,33.5388535,0
5709,107.6296975,33.5388842,0
5710,107.6296988,33.538918,0
5711,107.6296976,33.5389545,0
5712,107.6296938,33.5389959,0
5713,107.629669,33.5391664,0
5714,107.6296667,33.5391905,0
5715,107.6300155,33.5396228,0
5716,107.6300966,33.5397247,0
5717,107.6301683,33.5398546,0
5718,107.6302936,33.5400816,0
5719,107.6303891,33.5402548,0
5720,107.6306172,33.5409213,0
5721,107.6307928,33.5418346,0
5722,107.6308135,33.5426002,0
5723,107.6308209,33.5428749,0
5724,107.6307704,33.5435609,0
5725,107.6306709,33.5441827,0
5726,107.6305475,33.5446607,0
5727,107.6303796,33.5450719,0
5728,107.6303452,33.5451562,0
5729,107.6302914,33.5453804,0
5730,107.6303008,33.545646,0
5731,107.6304331,33.5463484,0
5732,107.6304129,33.5467026,0
5733,107.6303999,33.5469322,0
5734,107.6303857,33.5471831,0
5735,107.6302352,33.547745,0
5736,107.6297283,33.548799,0
5737,107.6294173,33.5500133,0
5738,107.6292779,33.5503086,0
5739,107.6291885,33.550498,0
5740,107.628897,33.5507814,0
5741,107.6282069,33.5510957,0
5742,107.627791,33.5514245,0
5743,107.6274955,33.5518212,0
5744,107.6274704,33.5518549,0
5745,107.6268584,33.5529291,0
5746,107.6262853,33.5536893,0
5747,107.6258912,33.5540942,0
5748,107.625208,33.554503,0
5749,107.6249729,33.554695,0
5750,107.6248557,33.5548462,0
5751,107.6247492,33.5549845,0
5752,107.6247274,33.5550868,0
5753,107.6247097,33.5551872,0
5754,107.6246962,33.5552811,0
5755,107.6246866,33.5553704,0
5756,107.624681,33.5554561,0
5757,107.6246672,33.5557781,0
5758,107.6246655,33.5558863,0
5759,107.6246666,33.5559836,0
5760,107.6246709,33.55608,0
5761,107.6246787,33.5561702,0
5762,107.6246899,33.5562555,0
5763,107.6247048,33.5563366,0
5764,107.6247237,33.5564119,0
5765,107.6247787,33.556589,0
5766,107.6247999,33.5566697,0
5767,107.6248239,33.5567833,0
5768,107.6248444,33.5568922,0
5769,107.6248615,33.5569969,0
5770,107.6248751,33.5570978,0
5771,107.6248854,33.5571949,0
5772,107.6248923,33.5572884,0
5773,107.6248959,33.5573783,0
5774,107.6248961,33.5574645,0
5775,107.6248929,33.5575473,0
5776,107.6248864,33.5576265,0
5777,107.6248764,33.5577021,0
5778,107.6248631,33.5577741,0
5779,107.6248553,33.5578062,0
5780,107.6248877,33.5579502,0
5781,107.6249482,33.558706,0
5782,107.6249174,33.5590649,0
5783,107.6248188,33.5593216,0
5784,107.62464,33.5596138,0
5785,107.6244362,33.559884,0
5786,107.6241946,33.5601482,0
5787,107.623938,33.5604285,0
5788,107.6236861,33.5608102,0
5789,107.6235217,33.5610592,0
5790,107.6233129,33.5615187,0
5791,107.6230335,33.5624687,0
5792,107.6228872,33.5628603,0
5793,107.6229278,33.5629071,0
5794,107.6229981,33.5629798,0
5795,107.6230734,33.5630503,0
5796,107.6231526,33.5631174,0
5797,107.6232343,33.5631799,0
5798,107.6232691,33.5632033,0
5799,107.6232911,33.563216,0
5800,107.6233062,33.5632247,0
5801,107.6233156,33.5632293,0
5802,107.6233455,33.563244,0
5803,107.6233873,33.5632613,0
5804,107.6234315,33.5632766,0
5805,107.6234785,33.5632901,0
5806,107.6235285,33.5633018,0
5807,107.6235818,33.5633117,0
5808,107.6236748,33.5633243,0
5809,107.6237815,33.5633333,0
5810,107.6238852,33.5633384,0
5811,107.6241328,33.563347,0
5812,107.6242545,33.5633545,0
5813,107.6243661,33.5633667,0
5814,107.6244163,33.5633746,0
5815,107.6244634,33.5633839,0
5816,107.6245077,33.5633946,0
5817,107.6245495,33.5634067,0
5818,107.6245891,33.5634204,0
5819,107.6246266,33.5634356,0
5820,107.6246621,33.5634525,0
5821,107.6246956,33.563471,0
5822,107.6247273,33.5634912,0
5823,107.6247572,33.563513,0
5824,107.6247886,33.5635402,0
5825,107.6248193,33.5635717,0
5826,107.6248496,33.5636079,0
5827,107.6248801,33.5636496,0
5828,107.6249328,33.5637325,0
5829,107.6250543,33.5639428,0
5830,107.6250893,33.5639966,0
5831,107.6251228,33.5640424,0
5832,107.6251607,33.5640866,0
5833,107.6251992,33.5641238,0
5834,107.6252391,33.5641546,0
5835,107.6252807,33.5641793,0
5836,107.6253133,33.5641942,0
5837,107.6253512,33.5642081,0
5838,107.6255038,33.5642521,0
5839,107.6255662,33.5642745,0
5840,107.6256034,33.5642916,0
5841,107.6256397,33.5643112,0
5842,107.6256752,33.5643334,0
5843,107.6257101,33.5643581,0
5844,107.6257443,33.5643855,0
5845,107.625778,33.5644155,0
5846,107.6258114,33.5644483,0
5847,107.6258444,33.5644841,0
5848,107.6258774,33.564523,0
5849,107.6259106,33.5645653,0
5850,107.6259788,33.564662,0
5851,107.6260472,33.5647699,0
5852,107.6261795,33.5649921,0
5853,107.6262364,33.5650842,0
5854,107.6262985,33.5651773,0
5855,107.6263573,33.5652563,0
5856,107.6263938,33.5653002,0
5857,107.6264302,33.5653403,0
5858,107.626467,33.5653769,0
5859,107.6265042,33.5654101,0
5860,107.6265421,33.5654401,0
5861,107.6265808,33.5654671,0
5862,107.6266203,33.5654909,0
5863,107.6266608,33.5655118,0
5864,107.6267114,33.5655329,0
5865,107.6268383,33.5655782,0
5866,107.626871,33.5655924,0
5867,107.6268988,33.565607,0
5868,107.626926,33.5656247,0
5869,107.6269513,33.565645,0
5870,107.6269746,33.5656681,0
5871,107.6269834,33.5656787,0
5872,107.626996,33.5656938,0
5873,107.6270155,33.5657224,0
5874,107.6270333,33.5657539,0
5875,107.6270494,33.5657884,0
5876,107.6270639,33.5658262,0
5877,107.6270855,33.5658998,0
5878,107.6271035,33.5659868,0
5879,107.6271174,33.5660783,0
5880,107.6271497,33.5663313,0
5881,107.6271623,33.5664055,0
5882,107.6271763,33.56647,0
5883,107.6271963,33.5665397,0
5884,107.6272199,33.5666009,0
5885,107.6272475,33.5666546,0
5886,107.627263,33.5666789,0
5887,107.6272795,33.5667015,0
5888,107.6273352,33.5667675,0
5889,107.6273983,33.566833,0
5890,107.627469,33.566898,0
5891,107.6275473,33.5669627,0
5892,107.6276332,33.567027,0
5893,107.6277275,33.5670917,0
5894,107.627831,33.5671573,0
5895,107.6279458,33.567225,0
5896,107.6279909,33.567249,0
5897,107.6280395,33.5672715,0
5898,107.6280922,33.5672928,0
5899,107.62815,33.5673131,0
5900,107.628259,33.5673458,0
5901,107.6283411,33.5673677,0
5902,107.6285199,33.5674154,0
5903,107.6285624,33.5674284,0
5904,107.6285863,33.5674357,0
5905,107.6286452,33.567456,0
5906,107.6287032,33.567479,0
5907,107.6287561,33.5675034,0
5908,107.6288049,33.5675297,0
5909,107.62885,33.5675581,0
5910,107.6289921,33.5676545,0
5911,107.6290363,33.5676872,0
5912,107.6290739,33.5677178,0
5913,107.6291089,33.5677498,0
5914,107.6291386,33.5677812,0
5915,107.6291632,33.5678124,0
5916,107.6291831,33.5678436,0
5917,107.6291953,33.567868,0
5918,107.6292059,33.5678946,0
5919,107.6292149,33.5679234,0
5920,107.6292222,33.5679544,0
5921,107.629228,33.5679874,0
5922,107.6292321,33.5680226,0
5923,107.6292354,33.5680989,0
5924,107.629232,33.5681838,0
5925,107.6292219,33.5682748,0
5926,107.6292052,33.5683697,0
5927,107.6291831,33.5684623,0
5928,107.6291737,33.5684915,0
5929,107.6291622,33.5685185,0
5930,107.6291485,33.5685435,0
5931,107.6291326,33.5685663,0
5932,107.6291145,33.5685871,0
5933,107.6290942,33.5686059,0
5934,107.6290717,33.5686226,0
5935,107.6290469,33.5686373,0
5936,107.6290199,33.56865,0
5937,107.6289905,33.5686607,0
5938,107.6289589,33.5686694,0
5939,107.6289248,33.5686762,0
5940,107.6288883,33.5686811,0
5941,107.6288494,33.568684,0
5942,107.6288078,33.568685,0
5943,107.6287635,33.568684,0
5944,107.6286886,33.5686787,0
5945,107.6286062,33.5686686,0
5946,107.6285152,33.5686536,0
5947,107.6284138,33.5686335,0
5948,107.6282166,33.5685876,0
5949,107.6278338,33.5684894,0
5950,107.6276787,33.5684513,0
5951,107.6275237,33.5684167,0
5952,107.6273871,33.5683908,0
5953,107.6273141,33.5683793,0
5954,107.6272451,33.5683703,0
5955,107.6271797,33.5683637,0
5956,107.6271176,33.5683596,0
5957,107.6270585,33.5683579,0
5958,107.6270024,33.5683586,0
5959,107.6269492,33.5683616,0
5960,107.6268988,33.5683672,0
5961,107.6267974,33.5683836,0
5962,107.6266847,33.5684068,0
5963,107.626578,33.568432,0
5964,107.6263288,33.5684945,0
5965,107.6262071,33.5685222,0
5966,107.6260961,33.5685433,0
5967,107.6259946,33.5685575,0
5968,107.6259336,33.5685634,0
5969,107.62587,33.5685676,0
5970,107.6257318,33.5685708,0
5971,107.6255826,33.568568,0
5972,107.6252808,33.5685549,0
5973,107.6251531,33.5685512,0
5974,107.6250194,33.5685516,0
5975,107.6249,33.5685575,0
5976,107.6248041,33.5685659,0
5977,107.6247065,33.5685763,0
5978,107.6246071,33.5685889,0
5979,107.6245058,33.5686036,0
5980,107.6242966,33.5686395,0
5981,107.6240761,33.5686846,0
5982,107.6238506,33.5687371,0
5983,107.6236042,33.5688005,0
5984,107.6233336,33.5688751,0
5985,107.6232663,33.5688945,0
5986,107.6229489,33.5689859,0
5987,107.6228162,33.569021,0
5988,107.622663,33.5690552,0
5989,107.6225119,33.5690848,0
5990,107.6221301,33.5691551,0
5991,107.6219297,33.5691969,0
5992,107.6218297,33.569221,0
5993,107.6217377,33.5692458,0
5994,107.6216521,33.5692719,0
5995,107.6215722,33.5692994,0
5996,107.6214768,33.5693372,0
5997,107.6213889,33.569378,0
5998,107.621308,33.5694222,0
5999,107.6212337,33.5694699,0
6000,107.6211656,33.5695214,0
6001,107.6211037,33.5695768,0
6002,107.6210478,33.5696362,0
6003,107.621028,33.5696613,0
6004,107.6209977,33.5696997,0
6005,107.6209765,33.5697319,0
6006,107.6209549,33.5697701,0
6007,107.6208898,33.5699038,0
6008,107.6208642,33.569952,0
6009,107.6208362,33.5699965,0
6010,107.6208074,33.5700328,0
6011,107.6207798,33.5700605,0
6012,107.6207483,33.5700865,0
6013,107.6207126,33.5701113,0
6014,107.6206719,33.5701352,0
6015,107.6206345,33.5701545,0
6016,107.6205914,33.5701745,0
6017,107.6204411,33.5702377,0
6018,107.6203847,33.570263,0
6019,107.6203303,33.5702906,0
6020,107.6202839,33.5703184,0
6021,107.6202294,33.5703569,0
6022,107.620175,33.5704009,0
6023,107.62012,33.5704509,0
6024,107.6200634,33.5705079,0
6025,107.6200152,33.5705604,0
6026,107.6199629,33.5706208,0
6027,107.6197929,33.5708274,0
6028,107.6197289,33.5709028,0
6029,107.6196637,33.5709747,0
6030,107.6196027,33.5710359,0
6031,107.619535,33.5710959,0
6032,107.619468,33.5711465,0
6033,107.6194344,33.5711686,0
6034,107.6194006,33.5711886,0
6035,107.6193665,33.5712066,0
6036,107.6193321,33.5712226,0
6037,107.619279,33.5712423,0
6038,107.6192168,33.5712592,0
6039,107.6191553,33.5712721,0
6040,107.619006,33.5712991,0
6041,107.6189324,33.5713161,0
6042,107.6188972,33.5713267,0
6043,107.6188651,33.5713383,0
6044,107.6188357,33.5713512,0
6045,107.6188086,33.5713654,0
6046,107.6187736,33.5713868,0
6047,107.6187385,33.5714109,0
6048,107.6187036,33.5714374,0
6049,107.6186689,33.5714664,0
6050,107.6186346,33.5714977,0
6051,107.6186007,33.5715311,0
6052,107.6185676,33.5715665,0
6053,107.6185354,33.5716038,0
6054,107.6185041,33.5716428,0
6055,107.6184741,33.5716831,0
6056,107.6184456,33.5717245,0
6057,107.6184189,33.5717667,0
6058,107.618394,33.5718093,0
6059,107.6183712,33.571852,0
6060,107.6183508,33.5718945,0
6061,107.6183327,33.5719364,0
6062,107.6183117,33.5719949,0
6063,107.618294,33.5720573,0
6064,107.6182799,33.5721232,0
6065,107.6182695,33.5721921,0
6066,107.6182627,33.5722636,0
6067,107.6182598,33.572337,0
6068,107.6182607,33.5724117,0
6069,107.6182653,33.572487,0
6070,107.6182737,33.5725622,0
6071,107.6182859,33.5726366,0
6072,107.6183015,33.5727096,0
6073,107.6183207,33.5727804,0
6074,107.618343,33.5728484,0
6075,107.6183685,33.5729132,0
6076,107.6183969,33.5729742,0
6077,107.6184279,33.573031,0
6078,107.618457,33.5730748,0
6079,107.6184939,33.5731211,0
6080,107.6185351,33.5731667,0
6081,107.6186526,33.5732896,0
6082,107.6186859,33.5733283,0
6083,107.6187135,33.5733641,0
6084,107.6187334,33.5733935,0
6085,107.6187521,33.5734246,0
6086,107.6187697,33.5734575,0
6087,107.6187861,33.5734922,0
6088,107.6188159,33.5735677,0
6089,107.618842,33.5736523,0
6090,107.6188611,33.5737296,0
6091,107.6188789,33.5738178,0
6092,107.6189278,33.5741154,0
6093,107.6189478,33.5742229,0
6094,107.618958,33.5742662,0
6095,107.618972,33.5743257,0
6096,107.6189852,33.5743714,0
6097,107.6189994,33.574414,0
6098,107.6190171,33.5744597,0
6099,107.6190363,33.574502,0
6100,107.6190572,33.5745413,0
6101,107.6190798,33.5745777,0
6102,107.6191043,33.5746114,0
6103,107.6191307,33.5746424,0
6104,107.619159,33.5746708,0
6105,107.6191894,33.5746966,0
6106,107.6192206,33.5747182,0
6107,107.6192345,33.5747259,0
6108,107.6192593,33.5747396,0
6109,107.6194003,33.574803,0
6110,107.6194494,33.574828,0
6111,107.6194725,33.5748423,0
6112,107.6194922,33.5748567,0
6113,107.6195088,33.5748715,0
6114,107.6195225,33.574887,0
6115,107.6195417,33.5749162,0
6116,107.6195576,33.5749506,0
6117,107.6195702,33.5749898,0
6118,107.6195716,33.5749964,0
6119,107.6195793,33.5750334,0
6120,107.6195849,33.5750811,0
6121,107.6195868,33.5751321,0
6122,107.6195849,33.5751855,0
6123,107.6195794,33.5752403,0
6124,107.6195701,33.5752962,0
6125,107.6195573,33.5753512,0
6126,107.6195414,33.575404,0
6127,107.6195227,33.5754536,0
6128,107.6195016,33.5754986,0
6129,107.6194784,33.5755386,0
6130,107.6194535,33.5755728,0
6131,107.6194533,33.5755731,0
6132,107.6194273,33.5756008,0
6133,107.6194,33.5756225,0
6134,107.6193673,33.5756418,0
6135,107.6193288,33.5756589,0
6136,107.619284,33.5756742,0
6137,107.6192439,33.5756851,0
6138,107.6191976,33.5756956,0
6139,107.6190207,33.5757284,0
6140,107.6189515,33.5757436,0
6141,107.6188942,33.5757569,0
6142,107.6188353,33.5757683,0
6143,107.6187748,33.5757779,0
6144,107.6187124,33.5757856,0
6145,107.6186479,33.5757916,0
6146,107.6185812,33.5757958,0
6147,107.6184394,33.5757991,0
6148,107.6183147,33.5757967,0
6149,107.6183069,33.5757963,0
6150,107.618175,33.5757898,0
6151,107.6180512,33.5757811,0
6152,107.6180404,33.5757803,0
6153,107.6177146,33.5757542,0
6154,107.6175475,33.5757438,0
6155,107.6173857,33.5757391,0
6156,107.6173116,33.5757393,0
6157,107.617241,33.5757414,0
6158,107.6171668,33.5757457,0
6159,107.6170955,33.5757522,0
6160,107.6170269,33.5757609,0
6161,107.6169606,33.5757718,0
6162,107.6168963,33.575785,0
6163,107.616834,33.5758006,0
6164,107.6167735,33.5758185,0
6165,107.6167147,33.5758388,0
6166,107.6166402,33.5758695,0
6167,107.6164672,33.5759489,0
6168,107.6164225,33.5759671,0
6169,107.6163948,33.5759769,0
6170,107.6163816,33.5759816,0
6171,107.6163321,33.5759961,0
6172,107.6162811,33.5760081,0
6173,107.6162285,33.5760176,0
6174,107.6161742,33.5760245,0
6175,107.616118,33.5760289,0
6176,107.6160597,33.5760309,0
6177,107.615999,33.5760304,0
6178,107.6159354,33.5760274,0
6179,107.6158267,33.5760175,0
6180,107.6157267,33.5760039,0
6181,107.6157046,33.5760009,0
6182,107.6155873,33.5759812,0
6183,107.6153055,33.57593,0
6184,107.6151629,33.5759077,0
6185,107.6150931,33.575899,0
6186,107.6150277,33.5758926,0
6187,107.6149656,33.5758884,0
6188,107.6149063,33.5758864,0
6189,107.614526,33.5758827,0
6190,107.6141935,33.5758848,0
6191,107.6138873,33.5758927,0
6192,107.613601,33.5759066,0
6193,107.6134621,33.575916,0
6194,107.6133267,33.5759271,0
6195,107.6131946,33.5759398,0
6196,107.6130654,33.5759542,0
6197,107.612939,33.5759703,0
6198,107.6128151,33.5759882,0
6199,107.6126936,33.5760078,0
6200,107.6125745,33.5760292,0
6201,107.6124818,33.5760481,0
6202,107.6123789,33.576072,0
6203,107.6119485,33.5761811,0
6204,107.6118529,33.5762025,0
6205,107.6117654,33.5762196,0
6206,107.6117001,33.5762294,0
6207,107.6116319,33.5762361,0
6208,107.6115608,33.5762396,0
6209,107.6114865,33.5762399,0
6210,107.6114091,33.576237,0
6211,107.611328,33.576231,0
6212,107.6112431,33.5762217,0
6213,107.6111537,33.5762091,0
6214,107.6109886,33.5761798,0
6215,107.6108022,33.5761394,0
6216,107.6106161,33.5760941,0
6217,107.6101467,33.5759738,0
6218,107.6100145,33.5759424,0
6219,107.6098976,33.5759171,0
6220,107.609768,33.5758928,0
6221,107.60965,33.5758754,0
6222,107.6095414,33.5758644,0
6223,107.6094408,33.5758597,0
6224,107.6093812,33.57586,0
6225,107.6093244,33.5758627,0
6226,107.6092701,33.575868,0
6227,107.6092183,33.5758758,0
6228,107.6091689,33.5758861,0
6229,107.6091217,33.575899,0
6230,107.6090768,33.5759144,0
6231,107.6090342,33.5759324,0
6232,107.6089936,33.575953,0
6233,107.6089551,33.5759763,0
6234,107.6089187,33.5760021,0
6235,107.6088844,33.5760307,0
6236,107.6088521,33.576062,0
6237,107.6088219,33.5760959,0
6238,107.6087936,33.5761326,0
6239,107.6087673,33.576172,0
6240,107.6087523,33.5761984,0
6241,107.6087371,33.5762297,0
6242,107.6086897,33.576343,0
6243,107.6086774,33.5763699,0
6244,107.6086701,33.5763856,0
6245,107.6086478,33.5764254,0
6246,107.6086245,33.5764575,0
6247,107.6085984,33.5764843,0
6248,107.6085674,33.576508,0
6249,107.6085313,33.5765289,0
6250,107.6084894,33.5765473,0
6251,107.6084477,33.5765616,0
6252,107.6083992,33.576575,0
6253,107.6082121,33.5766155,0
6254,107.6081368,33.5766353,0
6255,107.6080984,33.5766483,0
6256,107.6080641,33.5766625,0
6257,107.6080334,33.5766782,0
6258,107.6080059,33.5766955,0
6259,107.6079673,33.5767254,0
6260,107.6079299,33.5767603,0
6261,107.6078936,33.5768003,0
6262,107.6078575,33.5768463,0
6263,107.6078247,33.5768937,0
6264,107.6077901,33.5769486,0
6265,107.6076657,33.5771665,0
6266,107.6076106,33.5772553,0
6267,107.6075786,33.5773009,0
6268,107.607547,33.5773414,0
6269,107.607515,33.5773774,0
6270,107.6074824,33.5774093,0
6271,107.6074397,33.5774442,0
6272,107.6073909,33.5774766,0
6273,107.6073354,33.577507,0
6274,107.6072722,33.5775359,0
6275,107.6072134,33.577559,0
6276,107.6071458,33.5775827,0
6277,107.6069142,33.5776547,0
6278,107.60683,33.5776828,0
6279,107.6067495,33.5777139,0
6280,107.6066818,33.5777458,0
6281,107.6066466,33.5777655,0
6282,107.6066147,33.577786,0
6283,107.6066051,33.5777932,0
6284,107.6065858,33.5778075,0
6285,107.6065598,33.5778301,0
6286,107.6065365,33.5778538,0
6287,107.606516,33.5778789,0
6288,107.6064982,33.5779052,0
6289,107.606483,33.5779328,0
6290,107.6064679,33.5779702,0
6291,107.6064561,33.5780138,0
6292,107.6064925,33.5780843,0
6293,107.6065211,33.5781542,0
6294,107.6065324,33.5781886,0
6295,107.6065418,33.5782228,0
6296,107.6065491,33.5782565,0
6297,107.6065544,33.5782898,0
6298,107.6065572,33.5783281,0
6299,107.6065561,33.5783713,0
6300,107.6065513,33.5784195,0
6301,107.6065322,33.5785628,0
6302,107.6065296,33.5786074,0
6303,107.6065306,33.5786467,0
6304,107.6065358,33.5786883,0
6305,107.6065449,33.578731,0
6306,107.6065582,33.578775,0
6307,107.6065758,33.5788211,0
6308,107.606597,33.5788678,0
6309,107.6066232,33.5789189,0
6310,107.6067377,33.5791188,0
6311,107.6067825,33.5792054,0
6312,107.6068033,33.5792533,0
6313,107.6068197,33.5792985,0
6314,107.6068318,33.5793421,0
6315,107.60684,33.5793843,0
6316,107.6068521,33.5794783,0
6317,107.6068598,33.5795662,0
6318,107.6068633,33.5796485,0
6319,107.6068625,33.5797254,0
6320,107.6068574,33.579797,0
6321,107.6068479,33.5798631,0
6322,107.6068342,33.5799239,0
6323,107.6068162,33.5799792,0
6324,107.6067985,33.5800165,0
6325,107.6067743,33.5800529,0
6326,107.6067434,33.5800886,0
6327,107.6067052,33.5801244,0
6328,107.6066687,33.5801537,0
6329,107.6066253,33.5801851,0
6330,107.6064762,33.5802829,0
6331,107.6064242,33.5803188,0
6332,107.6063778,33.5803543,0
6333,107.6063392,33.5803883,0
6334,107.6063072,33.5804219,0
6335,107.606281,33.5804559,0
6336,107.6062604,33.5804907,0
6337,107.6062451,33.5805265,0
6338,107.6062382,33.5805515,0
6339,107.6062333,33.5805808,0
6340,107.6062258,33.5806844,0
6341,107.6062209,33.5807227,0
6342,107.6062115,33.5807587,0
6343,107.6061975,33.5807882,0
6344,107.6061868,33.5808027,0
6345,107.6061722,33.5808176,0
6346,107.6061183,33.5808612,0
6347,107.6061012,33.5808766,0
6348,107.6060878,33.580892,0
6349,107.6060786,33.5809072,0
6350,107.6060706,33.5809277,0
6351,107.6060649,33.5809512,0
6352,107.6060614,33.5809772,0
6353,107.6060602,33.5810053,0
6354,107.6060614,33.5810352,0
6355,107.606065,33.5810654,0
6356,107.6060708,33.5810947,0
6357,107.6060786,33.5811213,0
6358,107.6060889,33.5811432,0
6359,107.6061042,33.5811631,0
6360,107.6061246,33.5811813,0
6361,107.6061506,33.5811981,0
6362,107.6061767,33.5812113,0
